game_name,card_title,description,tags,figure_name,power,suit,rank,extra_notes
Magic: The Gathering,Memories Returning,"Reveal the top five cards of your library. Put one of them into your hand. Then choose an opponent. They put one on the bottom of your library. Then you put one into your hand. Then they put one on the bottom of your library. Put the other into your hand.
Flashback {7}{U}{U}",Sorcery,Memories Returning,,U,rare,
Magic: The Gathering,"Midgar, City of Mako // Reactor Raid",,Land — Town // Sorcery — Adventure,"Midgar, City of Mako // Reactor Raid",,,rare,A triumph of technology and testament to man's potential.
Magic: The Gathering,"Minwu, White Mage","Vigilance, lifelink
Whenever you gain life, put a +1/+1 counter on each Cleric you control.",Legendary Creature — Human Cleric,"Minwu, White Mage",3,W,rare,"""I shall remain here and devote myself to the care of the wounded."""
Magic: The Gathering,Monk's Fist,"Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.)
Equipped creature gets +1/+0 and is a Monk in addition to its other types.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",Artifact — Equipment,Monk's Fist,,,common,
Magic: The Gathering,Moogles' Valor,"For each creature you control, create a 1/2 white Moogle creature token with lifelink. Then creatures you control gain indestructible until end of turn.",Instant,Moogles' Valor,,W,rare,"""Thanks, moogles! We're in your debt!""
—Locke Cole"
Magic: The Gathering,Mountain,({T}: Add {R}.),Basic Land — Mountain,Mountain,,,common,
Magic: The Gathering,Mysidian Elder,"When this creature enters, create a 0/1 black Wizard creature token with ""Whenever you cast a noncreature spell, this token deals 1 damage to each opponent.""",Creature — Human Wizard,Mysidian Elder,1,R,common,"""Perhaps this is a test and you must prove yourself worthy."""
Magic: The Gathering,Namazu Trader,"When this creature enters, you lose 1 life and create a Treasure token.
Whenever this creature attacks, you may sacrifice another creature or artifact. If you do, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",Creature — Fish Citizen,Namazu Trader,3,B,common,
Magic: The Gathering,Nibelheim Aflame,"Choose target creature you control. It deals damage equal to its power to each other creature. If this spell was cast from a graveyard, discard your hand and draw four cards.
Flashback {5}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,Nibelheim Aflame,,R,mythic,
Magic: The Gathering,Ninja's Blades,"Job select
Equipped creature gets +1/+1, is a Ninja in addition to its other types, and has ""Whenever this creature deals combat damage to a player, draw a card, then discard a card. That player loses life equal to the discarded card's mana value.""
Mutsunokami — Equip {2}",Artifact — Equipment,Ninja's Blades,,B,rare,
Magic: The Gathering,"Noctis, Prince of Lucis","Lifelink
You may cast artifact spells from your graveyard by paying 3 life in addition to paying their other costs. If you cast a spell this way, that artifact enters with a finality counter on it.",Legendary Creature — Human Noble,"Noctis, Prince of Lucis",4,"B,U,W",rare,Many sacrificed all for the King; so must the King sacrifice himself for all.
Magic: The Gathering,"Omega, Heartless Evolution","Wave Cannon — When Omega enters, for each opponent, tap up to one target nonland permanent that opponent controls. Put X stun counters on each of those permanents and you gain X life, where X is the number of nonbasic lands you control. (If a permanent with a stun counter would become untapped, remove one from it instead.)",Legendary Artifact Creature — Robot,"Omega, Heartless Evolution",8,"G,U",uncommon,
Magic: The Gathering,Opera Love Song,"Choose one —
• Exile the top two cards of your library. You may play those cards until your next end step.
• One or two target creatures each get +2/+0 until end of turn.",Instant,Opera Love Song,,R,uncommon,"""O my hero, my beloved, shall we still be made to part?"""
Magic: The Gathering,Overkill,Target creature gets -0/-9999 until end of turn.,Instant,Overkill,,B,uncommon,"""Hey why don't ya try out that sword I gave you!""
—Wakka"
Magic: The Gathering,Paladin's Arms,"Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.)
Equipped creature gets +2/+1, has ward {1}, and is a Knight in addition to its other types.
Lightbringer and Hero's Shield — Equip {4} ({4}: Attach to target creature you control. Equip only as a sorcery.)",Artifact — Equipment,Paladin's Arms,,W,common,
Magic: The Gathering,Phantom Train,"Trample
Sacrifice another artifact or creature: Put a +1/+1 counter on this Vehicle. It becomes a Spirit artifact creature in addition to its other types until end of turn.",Artifact — Vehicle,Phantom Train,4,B,uncommon,
Magic: The Gathering,Phoenix Down,"{1}{W}, {T}, Exile this artifact: Choose one —
• Return target creature card with mana value 4 or less from your graveyard to the battlefield tapped.
• Exile target Skeleton, Spirit, or Zombie.",Artifact,Phoenix Down,,W,uncommon,A feather with the power to revive those who have exhausted their strength.
Magic: The Gathering,Plains,({T}: Add {W}.),Basic Land — Plains,Plains,,,common,
Magic: The Gathering,Poison the Waters,"Choose one —
• All creatures get -1/-1 until end of turn.
• Target player reveals their hand. You choose an artifact or creature card from it. That player discards that card.",Sorcery,Poison the Waters,,B,uncommon,"""Hee-hee... Nothing beats the sweet music of hundreds of voices screaming in unison! Uwee-hee-hee!"""
Magic: The Gathering,Prishe's Wanderings,"Search your library for a basic land card or Town card, put it onto the battlefield tapped, then shuffle. When you search your library this way, put a +1/+1 counter on target creature you control.",Instant,Prishe's Wanderings,,G,common,"""There's only one reason. They smell an adventure! C'mon! We've got no time to lose!"""
Magic: The Gathering,Prompto Argentum,"Haste
Selfie Shot — Whenever you cast a noncreature spell, if at least four mana was spent to cast it, create a Treasure token.",Legendary Creature — Human Scout,Prompto Argentum,2,R,uncommon,"""Look out world, here we come!"""
Magic: The Gathering,PuPu UFO,"Flying
{T}: You may put a land card from your hand onto the battlefield.
{3}: Until end of turn, this creature's base power becomes equal to the number of Towns you control.",Artifact Creature — Construct Alien,PuPu UFO,0,,uncommon,"""Thank you!"""
Magic: The Gathering,Qiqirn Merchant,"{1}, {T}: Draw a card, then discard a card.
{7}, {T}, Sacrifice this creature: Draw three cards. This ability costs {1} less to activate for each Town you control.",Creature — Beast Citizen,Qiqirn Merchant,1,U,common,"Small Beastmen that live alongside humans in the Aht Urhgan Empire. Their ancestors were nomads in the north, and their unique culture and customs can be seen even now."
Magic: The Gathering,Queen Brahne,"Prowess
Whenever Queen Brahne attacks, create a 0/1 black Wizard creature token with ""Whenever you cast a noncreature spell, this token deals 1 damage to each opponent.""",Legendary Creature — Human Noble,Queen Brahne,2,R,uncommon,
Magic: The Gathering,"Quina, Qu Gourmet","If one or more tokens would be created under your control, those tokens plus a 1/1 green Frog creature token are created instead.
{2}, Sacrifice a Frog: Put a +1/+1 counter on Quina.",Legendary Creature — Qu,"Quina, Qu Gourmet",2,G,uncommon,"""World only have two things: Things you can eat and things you no can eat."""
Magic: The Gathering,Quistis Trepe,"Blue Magic — When Quistis Trepe enters, you may cast target instant or sorcery card from a graveyard, and mana of any type can be spent to cast that spell. If that spell would be put into a graveyard, exile it instead.",Legendary Creature — Human Wizard,Quistis Trepe,2,U,uncommon,"""It's not like everyone can get by on their own, you know?"""
Magic: The Gathering,Abzan Devotee,"{1}: Add {W}, {B}, or {G}. Activate only once each turn.
{2}{B}: Return this card from your graveyard to your hand.",Creature — Dog Cleric,Abzan Devotee,2,B,common,The Kin-Trees rediscovered after Dromoka's fall are tended by carefully chosen wardens.
Magic: The Gathering,Abzan Monument,"When this artifact enters, search your library for a basic Plains, Swamp, or Forest card, reveal it, put it into your hand, then shuffle.
{1}{W}{B}{G}, {T}, Sacrifice this artifact: Create an X/X white Spirit creature token, where X is the greatest toughness among creatures you control. Activate only as a sorcery.",Artifact,Abzan Monument,,,uncommon,
Magic: The Gathering,Adorned Crocodile,"When this creature dies, create a 2/2 black Zombie Druid creature token.
Renew — {B}, Exile this card from your graveyard: Put a +1/+1 counter on target creature. Activate only as a sorcery.",Creature — Crocodile,Adorned Crocodile,5,B,common,"""Eat you? Of course she won't. Pherah's got better taste than that.""
—Visk, Qarsi Palace caretaker"
Magic: The Gathering,Aegis Sculptor,"Flying
Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
At the beginning of your upkeep, you may exile two cards from your graveyard. If you do, put a +1/+1 counter on this creature.",Creature — Bird Wizard,Aegis Sculptor,2,U,uncommon,
Magic: The Gathering,Agent of Kotis,"Renew — {3}{U}, Exile this card from your graveyard: Put two +1/+1 counters on target creature. Activate only as a sorcery.",Creature — Human Rogue,Agent of Kotis,2,U,common,"""I trust Narset. I do not trust those she keeps counsel with.""
—Kotis, the Fangkeeper"
Magic: The Gathering,Aggressive Negotiations,Target opponent reveals their hand. You choose a nonland card from it and exile that card. Put a +1/+1 counter on up to one target creature you control.,Sorcery,Aggressive Negotiations,,B,common,"""When an alliance outlasts its usefulness it's best to end it quickly.""
—Heng, Sultai ambassador"
Magic: The Gathering,Ainok Wayfarer,"When this creature enters, mill three cards. You may put a land card from among them into your hand. If you don't, put a +1/+1 counter on this creature. (To mill three cards, put the top three cards of your library into your graveyard.)",Creature — Dog Scout,Ainok Wayfarer,1,G,common,"""There has to be a faster route through Sagu Jungle. Give me a week."""
Magic: The Gathering,Alchemist's Assistant,"Lifelink
Renew — {1}{B}, Exile this card from your graveyard: Put a lifelink counter on target creature. Activate only as a sorcery.",Creature — Monkey,Alchemist's Assistant,2,B,uncommon,"""Do not test the mandrill. He knows a thief when he sees one.""
—Notice posted at Lu Fen's apothecary"
Magic: The Gathering,Alesha's Legacy,"Target creature you control gains deathtouch and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",Instant,Alesha's Legacy,,B,common,"""If I die today, I will ensure my death is worthy of legend."""
Magic: The Gathering,All-Out Assault,"Creatures you control get +1/+1 and have deathtouch.
When this enchantment enters, if it's your main phase, there is an additional combat phase after this phase followed by an additional main phase. When you next attack this turn, untap each creature you control.",Enchantment,All-Out Assault,,"B,R,W",mythic,
Magic: The Gathering,Ambling Stormshell,"Ward {2}
Whenever this creature attacks, put three stun counters on it and draw three cards. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Whenever you cast a Turtle spell, untap this creature.",Creature — Turtle,Ambling Stormshell,5,U,rare,
Magic: The Gathering,"Anafenza, Unyielding Lineage","Flash
First strike
Whenever another nontoken creature you control dies, Anafenza endures 2. (Put two +1/+1 counters on it or create a 2/2 white Spirit creature token.)",Legendary Creature — Spirit Soldier,"Anafenza, Unyielding Lineage",2,W,rare,"""Kin and clan call to me—and I will always answer."""
Magic: The Gathering,Arashin Sunshield,"When this creature enters, exile up to two target cards from a single graveyard.
{W}, {T}: Tap target creature.",Creature — Human Warrior,Arashin Sunshield,3,W,common,"""The best way to protect the citizens is to defend Arashin, not hunt dragonstorms across Tarkir.""
—Sadesh of House Mevak"
Magic: The Gathering,Armament Dragon,"Flying
When this creature enters, distribute three +1/+1 counters among one, two, or three target creatures you control.",Creature — Dragon,Armament Dragon,3,"B,G,W",uncommon,"""Dragons working alongside the Abzan, not as overlords but as equals. It feels like a dream.""
—Anafenza"
Magic: The Gathering,Attuned Hunter,"Trample
Whenever one or more cards leave your graveyard during your turn, put a +1/+1 counter on this creature.",Creature — Human Ranger,Attuned Hunter,3,G,uncommon,"""Sokran is no mere bear. She is friend, family, and confidante—and more intelligent than some of my blood relatives."""
Magic: The Gathering,Auroral Procession,Return target card from your graveyard to your hand.,Instant,Auroral Procession,,"G,U",uncommon,"The Temur celebrate the end of the Unbroken Night with stories, dances, and feasts. They gather to witness the first light of dawn as the land sings in harmony."
Magic: The Gathering,Avenger of the Fallen,"Deathtouch
Mobilize X, where X is the number of creature cards in your graveyard. (Whenever this creature attacks, create X tapped and attacking 1/1 red Warrior creature tokens. Sacrifice them at the beginning of the next end step.)",Creature — Human Warrior,Avenger of the Fallen,2,B,rare,
Magic: The Gathering,Awaken the Honored Dead,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Destroy target nonland permanent.
II — Mill three cards.
III — You may discard a card. When you do, return target creature or land card from your graveyard to your hand.",Enchantment — Saga,Awaken the Honored Dead,,"B,G,U",rare,
Magic: The Gathering,Barrensteppe Siege,"As this enchantment enters, choose Abzan or Mardu.
• Abzan — At the beginning of your end step, put a +1/+1 counter on each creature you control.
• Mardu — At the beginning of your end step, if a creature died under your control this turn, each opponent sacrifices a creature of their choice.",Enchantment,Barrensteppe Siege,,"B,W",rare,
Magic: The Gathering,Bearer of Glory,"During your turn, this creature has first strike.
{4}{W}: Creatures you control get +1/+1 until end of turn.",Creature — Human Soldier,Bearer of Glory,2,W,common,Morale stands so long as he does.
Magic: The Gathering,"Betor, Kin to All","Flying
At the beginning of your end step, if creatures you control have total toughness 10 or greater, draw a card. Then if creatures you control have total toughness 20 or greater, untap each creature you control. Then if creatures you control have total toughness 40 or greater, each opponent loses half their life, rounded up.",Legendary Creature — Spirit Dragon,"Betor, Kin to All",5,"B,G,W",mythic,
Magic: The Gathering,Bewildering Blizzard,Draw three cards. Creatures your opponents control get -3/-0 until end of turn.,Instant,Bewildering Blizzard,,U,uncommon,"Temur scouts reported the arrival of unwanted visitors, and the whisperers ensured a chilling welcome."
Magic: The Gathering,Bloodfell Caves,"This land enters tapped.
When this land enters, you gain 1 life.
{T}: Add {B} or {R}.",Land,Bloodfell Caves,,,common,"""These caves hide beasts above and below their waters. For safe passage, the Sultai agree a small cargo trade is fair for risking our necks.""
—Samor, Mardu border guard"
Magic: The Gathering,Bloomvine Regent // Claim Territory,,Creature — Dragon // Sorcery — Omen,Bloomvine Regent // Claim Territory,4,G,rare,
Magic: The Gathering,Blossoming Sands,"This land enters tapped.
When this land enters, you gain 1 life.
{T}: Add {G} or {W}.",Land,Blossoming Sands,,,common,"""It's rare to see Temur so far from their own lands. I see no reason to interfere, but keep an eye on them nonetheless.""
—Hamza of House Fenzala"
Magic: The Gathering,Bone-Cairn Butcher,"Mobilize 2 (Whenever this creature attacks, create two tapped and attacking 1/1 red Warrior creature tokens. Sacrifice them at the beginning of the next end step.)
Attacking tokens you control have deathtouch.",Creature — Demon,Bone-Cairn Butcher,4,"B,R,W",uncommon,"In power, in hunger, in cruelty—insatiable."
Magic: The Gathering,Boulderborn Dragon,"Flying, vigilance
Whenever this creature attacks, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",Artifact Creature — Dragon,Boulderborn Dragon,3,,common,"The draconic power that flowed out from the dragonstorms imbued the landscape with draconic features—scales, claws, and appetites."
Magic: The Gathering,Breaching Dragonstorm,"When this enchantment enters, exile cards from the top of your library until you exile a nonland card. You may cast it without paying its mana cost if that spell's mana value is 8 or less. If you don't, put that card into your hand.
When a Dragon you control enters, return this enchantment to its owner's hand.",Enchantment,Breaching Dragonstorm,,R,uncommon,
Magic: The Gathering,Call the Spirit Dragons,"Dragons you control have indestructible.
At the beginning of your upkeep, for each color, put a +1/+1 counter on a Dragon you control of that color. If you put +1/+1 counters on five Dragons this way, you win the game.",Enchantment,Call the Spirit Dragons,,"B,G,R,U,W",mythic,The essence of Tarkir was shaped into draconic embodiments of the re-formed clans.
Magic: The Gathering,Caustic Exhale,"As an additional cost to cast this spell, behold a Dragon or pay {1}. (To behold a Dragon, choose a Dragon you control or reveal a Dragon card from your hand.)
Target creature gets -3/-3 until end of turn.",Instant,Caustic Exhale,,B,common,
Magic: The Gathering,Champion of Dusan,"Trample
Renew — {1}{G}, Exile this card from your graveyard: Put a +1/+1 counter and a trample counter on target creature. Activate only as a sorcery.",Creature — Human Warrior,Champion of Dusan,4,G,common,"Dusan boxing matches allow contestants no weapons, no allies, and no excuses."
Magic: The Gathering,Channeled Dragonfire,"Channeled Dragonfire deals 2 damage to any target.
Harmonize {5}{R}{R} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)",Sorcery,Channeled Dragonfire,,R,uncommon,
Magic: The Gathering,Clarion Conqueror,"Flying
Activated abilities of artifacts, creatures, and planeswalkers can't be activated.",Creature — Dragon,Clarion Conqueror,3,W,rare,All challengers were summarily silenced.
Magic: The Gathering,Constrictor Sage,"When this creature enters, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Renew — {2}{U}, Exile this card from your graveyard: Tap target creature an opponent controls and put a stun counter on it. Activate only as a sorcery.",Creature — Snake Wizard,Constrictor Sage,4,U,uncommon,
Magic: The Gathering,Coordinated Maneuver,"Choose one —
• Coordinated Maneuver deals damage equal to the number of creatures you control to target creature or planeswalker.
• Destroy target enchantment.",Instant,Coordinated Maneuver,,W,common,"""We follow the dragonstorms, and we take down any threats that emerge from them!""
—Zurgo, khan of the Mardu"
Magic: The Gathering,Cori Mountain Monastery,"This land enters tapped unless you control a Plains or an Island.
{T}: Add {R}.
{3}{R}, {T}: Exile the top card of your library. Until the end of your next turn, you may play that card.",Land,Cori Mountain Monastery,,,rare,Every spire is a physical dedication to the Way.
Magic: The Gathering,Cori Mountain Stalwart,"Flurry — Whenever you cast your second spell each turn, this creature deals 2 damage to each opponent and you gain 2 life.",Creature — Human Monk,Cori Mountain Stalwart,3,"R,W",uncommon,"Zhao had resolved to hold the bridge, defending the village behind him. But the villagers decided Zhao would not stand alone."
Magic: The Gathering,Cori-Steel Cutter,"Equipped creature gets +1/+1 and has trample and haste.
Flurry — Whenever you cast your second spell each turn, create a 1/1 white Monk creature token with prowess. You may attach this Equipment to it. (Whenever you cast a noncreature spell, the token gets +1/+1 until end of turn.)
Equip {1}{R}",Artifact — Equipment,Cori-Steel Cutter,,R,rare,
Magic: The Gathering,Corroding Dragonstorm,"When this enchantment enters, each opponent loses 2 life and you gain 2 life. Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
When a Dragon you control enters, return this enchantment to its owner's hand.",Enchantment,Corroding Dragonstorm,,B,uncommon,
Magic: The Gathering,Craterhoof Behemoth,"Haste
When this creature enters, creatures you control gain trample and get +X/+X until end of turn, where X is the number of creatures you control.",Creature — Beast,Craterhoof Behemoth,5,G,mythic,"""Some days, you wish you were fighting a dragon.""
—Eshki Dragonclaw"
Magic: The Gathering,Cruel Truths,"Surveil 2, then draw two cards. You lose 2 life. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",Instant,Cruel Truths,,B,common,"""Who are you to defy me? In my time, the sibsig knew their place.""
—Sidisi, to Nishang"
Magic: The Gathering,Dalkovan Encampment,"This land enters tapped unless you control a Swamp or a Mountain.
{T}: Add {W}.
{2}{W}, {T}: Whenever you attack this turn, create two 1/1 red Warrior creature tokens that are tapped and attacking. Sacrifice them at the beginning of the next end step.",Land,Dalkovan Encampment,,,rare,
Magic: The Gathering,Dalkovan Packbeasts,"Vigilance
Mobilize 3 (Whenever this creature attacks, create three tapped and attacking 1/1 red Warrior creature tokens. Sacrifice them at the beginning of the next end step.)",Creature — Ox,Dalkovan Packbeasts,0,W,uncommon,"A burden shared is a burden lightened.
—Mardu proverb"
Magic: The Gathering,Death Begets Life,Destroy all creatures and enchantments. Draw a card for each permanent destroyed this way.,Sorcery,Death Begets Life,,"B,G,U",mythic,"""You need not mourn. Their life essence has returned to the earth, where it will eventually bloom into a new form.""
—Kotis, the Fangkeeper"
Magic: The Gathering,Defibrillating Current,Defibrillating Current deals 4 damage to target creature or planeswalker and you gain 2 life.,Sorcery,Defibrillating Current,,"B,R,W",uncommon,"A small shock to save a life, a large one to take it away.
—Mardu healer's adage"
Magic: The Gathering,Delta Bloodflies,"Flying
Whenever this creature attacks, if you control a creature with a counter on it, each opponent loses 1 life.",Creature — Insect,Delta Bloodflies,1,B,common,"With the rising waters, bloodflies were found far from their usual swamps."
Magic: The Gathering,Descendant of Storms,"Whenever this creature attacks, you may pay {1}{W}. If you do, it endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)",Creature — Human Soldier,Descendant of Storms,2,W,uncommon,The most elite of the Abzan are selected to join the Yathan: a prestigious group acting outside khan supervision for the good of the clan.
Magic: The Gathering,Desperate Measures,"Target creature gets +1/-1 until end of turn. When it dies under your control this turn, draw two cards.",Instant,Desperate Measures,,B,uncommon,"""Sing for us when we depart for battle, and sing for us if we fail to return.""
—Mardu parting"
Magic: The Gathering,Devoted Duelist,"Haste
Flurry — Whenever you cast your second spell each turn, this creature deals 1 damage to each opponent.",Creature — Goblin Monk,Devoted Duelist,2,R,common,"""Arrows? Ha! Wood and feather? Toys!"""
Magic: The Gathering,Dirgur Island Dragon // Skimming Strike,,Creature — Dragon // Instant — Omen,Dirgur Island Dragon // Skimming Strike,4,U,common,
Magic: The Gathering,Dismal Backwater,"This land enters tapped.
When this land enters, you gain 1 life.
{T}: Add {U} or {B}.",Land,Dismal Backwater,,,common,"""I ask only that the winds return you to me as swiftly as they bear you and the Storm Crane away.""
—Samthar, Sultai merchant, to Jialing, Jeskai monk"
Magic: The Gathering,Dispelling Exhale,"As an additional cost to cast this spell, you may behold a Dragon. (You may choose a Dragon you control or reveal a Dragon card from your hand.)
Counter target spell unless its controller pays {2}. If a Dragon was beheld, counter that spell unless its controller pays {4} instead.",Instant,Dispelling Exhale,,U,common,
Magic: The Gathering,Disruptive Stormbrood // Petty Revenge,,Creature — Dragon // Sorcery — Omen,Disruptive Stormbrood // Petty Revenge,3,G,uncommon,
Magic: The Gathering,Dracogenesis,You may cast Dragon spells without paying their mana costs.,Enchantment,Dracogenesis,,R,mythic,"""Let the dragonstorms rage. Let what seeks sustenance feed. Let Tarkir be what it was always meant to be.""
—Sarkhan"
Magic: The Gathering,Dragonback Assault,"When this enchantment enters, it deals 3 damage to each creature and each planeswalker.
Landfall — Whenever a land you control enters, create a 4/4 red Dragon creature token with flying.",Enchantment,Dragonback Assault,,"G,R,U",mythic,
Magic: The Gathering,Dragonback Lancer,"Flying
Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)",Creature — Human Soldier,Dragonback Lancer,3,W,common,The Mardu's standing army need not always stand on the ground.
Magic: The Gathering,Dragonbroods' Relic,"{T}, Tap an untapped creature you control: Add one mana of any color.
{3}{W}{U}{B}{R}{G}, Sacrifice this artifact: Create a 4/4 Dragon creature token named Reliquary Dragon that's all colors. It has flying, lifelink, and ""When this token enters, it deals 3 damage to any target."" Activate only as a sorcery.",Artifact,Dragonbroods' Relic,,G,uncommon,
Magic: The Gathering,Dragonclaw Strike,Double the power and toughness of target creature you control until end of turn. Then it fights up to one target creature an opponent controls. (Each deals damage equal to its power to the other.),Sorcery,Dragonclaw Strike,,"G,R,U",uncommon,Some had doubted the whisperers' choice of Eshki for Dragonclaw. None did so after witnessing her in battle.
Magic: The Gathering,Dragonfire Blade,"Equipped creature gets +2/+2 and has hexproof from monocolored.
Equip {4}. This ability costs {1} less to activate for each color of the creature it targets.",Artifact — Equipment,Dragonfire Blade,,,rare,It's as if the metal itself rages.
Magic: The Gathering,Dragonologist,"When this creature enters, look at the top six cards of your library. You may reveal an instant, sorcery, or Dragon card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
Untapped Dragons you control have hexproof.",Creature — Human Wizard,Dragonologist,1,U,rare,
Magic: The Gathering,Dragon Sniper,"Vigilance, reach, deathtouch",Creature — Human Archer,Dragon Sniper,1,G,uncommon,"During Dromoka's reign, Qatros Karst City was a haven for the Abzan rebellion. Its current residents have not lost their proficiency against their former foes."
Magic: The Gathering,Dragon's Prey,"This spell costs {2} more to cast if it targets a Dragon.
Destroy target creature.",Instant,Dragon's Prey,,B,common,"""To escape Teval's justice, one must have a better plan than 'run away.'""
—Kotis, the Fangkeeper"
Magic: The Gathering,Dragonstorm Forecaster,"{2}, {T}: Search your library for a card named Dragonstorm Globe or Boulderborn Dragon, reveal it, put it into your hand, then shuffle.",Creature — Human Scout,Dragonstorm Forecaster,0,U,uncommon,"""This can't be right. I should cross-reference with the archives immediately."""
Magic: The Gathering,Dragonstorm Globe,"Each Dragon you control enters with an additional +1/+1 counter on it.
{T}: Add one mana of any color.",Artifact,Dragonstorm Globe,,,common,Jeskai scholars fashioned devices to forecast the behavior of the dragonstorms.
Magic: The Gathering,Dusyut Earthcarver,"Reach
When this creature enters, it endures 3. (Put three +1/+1 counters on it or create a 3/3 white Spirit creature token.)",Creature — Elephant Druid,Dusyut Earthcarver,4,G,common,"Created by a sudden sinking, Dusyut Forest attracts earthcarvers eager to explore its mysteries and test their magic."
Magic: The Gathering,Duty Beyond Death,"As an additional cost to cast this spell, sacrifice a creature.
Creatures you control gain indestructible until end of turn. Put a +1/+1 counter on each creature you control. (Damage and effects that say ""destroy"" don't destroy those creatures.)",Instant,Duty Beyond Death,,W,uncommon,
Magic: The Gathering,Effortless Master,"Vigilance
Menace (This creature can't be blocked except by two or more creatures.)
This creature enters with two +1/+1 counters on it if you've cast two or more spells this turn.",Creature — Orc Monk,Effortless Master,4,"R,U",uncommon,
Magic: The Gathering,"Elspeth, Storm Slayer","If one or more tokens would be created under your control, twice that many of those tokens are created instead.
+1: Create a 1/1 white Soldier creature token.
0: Put a +1/+1 counter on each creature you control. Those creatures gain flying until your next turn.
−3: Destroy target creature an opponent controls with mana value 3 or greater.",Legendary Planeswalker — Elspeth,"Elspeth, Storm Slayer",,W,mythic,
Magic: The Gathering,Embermouth Sentinel,"When this creature enters, you may search your library for a basic land card, reveal it, then shuffle and put that card on top. If you control a Dragon, put that card onto the battlefield tapped instead.",Artifact Creature — Chimera,Embermouth Sentinel,2,,common,Its eternal glow lights the way for weary travelers through the misty heights surrounding Pearl Lake.
Magic: The Gathering,Encroaching Dragonstorm,"When this enchantment enters, search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.
When a Dragon you control enters, return this enchantment to its owner's hand.",Enchantment,Encroaching Dragonstorm,,G,uncommon,
Magic: The Gathering,Equilibrium Adept,"When this creature enters, exile the top card of your library. Until the end of your next turn, you may play that card.
Flurry — Whenever you cast your second spell each turn, this creature gains double strike until end of turn.",Creature — Dog Monk,Equilibrium Adept,2,R,uncommon,He regained balance while his opponent regained consciousness.
Magic: The Gathering,Eshki Dragonclaw,"Vigilance, trample, ward {1}
At the beginning of combat on your turn, if you've cast both a creature spell and a noncreature spell this turn, draw a card and put two +1/+1 counters on Eshki Dragonclaw.",Legendary Creature — Human Warrior,Eshki Dragonclaw,4,"G,R,U",rare,"""The Twice Whisperer heals. The Dragonclaw protects. Together, we will rebuild the Temur."""
Magic: The Gathering,Essence Anchor,"At the beginning of your upkeep, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
{T}: Create a 2/2 black Zombie Druid creature token. Activate only during your turn and only if a card left your graveyard this turn.",Artifact,Essence Anchor,,U,uncommon,
Magic: The Gathering,Evolving Wilds,"{T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",Land,Evolving Wilds,,,common,Dragonstorm chasers are not deterred by danger—they claim there is nothing like witnessing the land embracing the power of a storm.
Magic: The Gathering,Fangkeeper's Familiar,"Flash
When this creature enters, choose one —
• You gain 3 life and surveil 3. (Look at the top three cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
• Destroy target enchantment.
• Counter target creature spell.",Creature — Snake,Fangkeeper's Familiar,3,"B,G,U",rare,
Magic: The Gathering,"Felothar, Dawn of the Abzan","Trample
Whenever Felothar enters or attacks, you may sacrifice a nonland permanent. When you do, put a +1/+1 counter on each creature you control.",Legendary Creature — Human Warrior,"Felothar, Dawn of the Abzan",3,"B,G,W",rare,"""Through perennation, we stand together, families—ancestor and kin─united as one clan! Abzan!"""
Magic: The Gathering,Feral Deathgorger // Dusk Sight,,Creature — Dragon // Sorcery — Omen,Feral Deathgorger // Dusk Sight,3,B,common,
Magic: The Gathering,Fire-Rim Form,"Flash
Enchant creature
When this Aura enters, enchanted creature gains first strike until end of turn.
Enchanted creature gets +2/+0.",Enchantment — Aura,Fire-Rim Form,,R,common,
Magic: The Gathering,Flamehold Grappler,"First strike
When this creature enters, copy the next spell you cast this turn when you cast it. You may choose new targets for the copy. (A copy of a permanent spell becomes a token.)",Creature — Human Monk,Flamehold Grappler,3,"R,U,W",rare,"""A flurry of fists doesn't impress you? Perhaps if they're on fire?"""
